assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
k141_1123	1222	1	ASV399.6	1222		0	1000	false	true
k141_11233	2905	1	ASV387.0	2900		0	1000	false	true
k141_11240	1531	1	ASV300.8	1531		0	1000	false	true
k141_11245	2129	1	ASV487.10	2129		0	1000	false	true
k141_11249	1051	1	ASV399.6	1051		0	1000	false	true
k141_11251	2853	1	ASV102.10	2853		0	1000	false	true
k141_11252	1870	2	ASV102.10	1870	ASV153.8	1851	1000	true	true
k141_11254	1358	2	ASV153.8	1358	ASV102.10	1358	1000	true	true
k141_11257	1062	2	ASV507.3	1062	ASV507.1	1062	1000	true	true
k141_11259	2522	1	ASV387.0	2522		0	1000	false	true
k141_11261	1557	1	ASV507.9	1512		0	1000	false	true
k141_11262	3978	2	ASV153.8	3978	ASV102.10	3978	1000	true	true
k141_11265	2002	1	ASV300.8	2002		0	1000	false	true
k141_11267	4522	2	ASV102.10	4522	ASV153.8	4521	1000	true	true
k141_11268	3606	1	ASV507.1	3399		0	1000	false	true
k141_11274	1154	3	ASV507.1	1154	ASV507.3	1124	1000	true	true
k141_11275	1031	2	ASV153.8	1031	ASV102.10	1031	1000	true	true
k141_11280	1128	1	vASV60.0	1128		0	1000	false	true
k141_11284	3739	1	ASV507.11	3739		0	1000	false	true
k141_11286	11624	1	ASV487.10	11624		0	1162	false	true
k141_11295	2794	2	ASV507.9	2750	ASV507.11	2750	1000	true	true
k141_11297	1115	1	ASV387.0	1115		0	1000	false	true
k141_11299	2309	1	ASV487.10	2309		0	1000	false	true
k141_113	1069	2	ASV507.3	1069	ASV507.1	1061	1000	true	true
k141_11300	1933	2	ASV153.8	1933	ASV102.10	1933	1000	true	true
k141_11304	1031	2	ASV153.8	1031	ASV102.10	1031	1000	true	true
k141_11305	1632	2	ASV486.6	1632	ASV476.8	1632	1000	true	true
k141_11306	2451	2	ASV102.10	2451	ASV153.8	2420	1000	true	true
k141_11309	1616	1	ASV487.10	1616		0	1000	false	true
k141_1131	3433	1	ASV387.0	3433		0	1000	false	true
k141_11311	1030	2	ASV486.6	1030	ASV476.8	1030	1000	true	true
k141_11313	1495	4	ASV507.3	1133	ASV507.1	1133	1000	true	true
k141_11318	1047	1	ASV579.0	1047		0	1000	false	true
k141_11319	1382	2	ASV507.9	1300	ASV507.11	1066	1000	true	true
k141_1132	2866	1	ASV487.10	2866		0	1000	false	true
k141_11321	1068	1	ASV406.4	1068		0	1000	false	true
k141_11323	1754	2	ASV153.8	1754	ASV102.10	1754	1000	true	true
k141_11324	1801	1	ASV487.10	1801		0	1000	false	true
k141_11325	1357	1	ASV300.8	1357		0	1000	false	true
k141_11326	1105	2	ASV486.6	1105	ASV476.8	1105	1000	true	true
k141_11329	10422	1	ASV387.0	10422		0	1042	false	true
k141_11331	1035	1	ASV300.8	1035		0	1000	false	true
k141_11333	1163	1	ASV487.10	1163		0	1000	false	true
k141_11338	1671	1	ASV102.10	1671		0	1000	false	true
k141_11341	3677	2	ASV153.8	3677	ASV102.10	3677	1000	true	true
k141_1135	1987	1	ASV487.10	1987		0	1000	false	true
k141_11352	2660	2	ASV153.8	2660	ASV102.10	2660	1000	true	true
k141_11354	1174	1	ASV300.8	1174		0	1000	false	true
k141_11357	2227	2	ASV507.9	1736	ASV507.11	902	1000	false	true
k141_11359	1043	1	ASV387.0	1025		0	1000	false	true
k141_11363	1650	1	ASV579.0	1650		0	1000	false	true
k141_11365	2160	2	ASV153.8	2160	ASV102.10	2160	1000	true	true
k141_11366	1004	1	ASV300.8	1004		0	1000	false	true
k141_11369	1402	2	ASV476.8	1402	ASV486.6	1344	1000	true	true
k141_11373	1670	2	ASV507.1	1670	ASV507.3	1660	1000	true	true
k141_11374	1161	1	ASV387.0	1161		0	1000	false	true
k141_11375	1430	2	ASV507.1	1430	ASV507.3	1381	1000	true	true
k141_11376	3447	1	ASV387.0	3447		0	1000	false	true
k141_11378	1413	3	ASV507.0	1413	ASV507.3	1236	1000	true	true
k141_11384	1691	3	ASV507.0	1691	ASV507.3	1662	1000	true	true
k141_1139	2038	2	ASV486.6	2038	ASV476.8	2038	1000	true	true
k141_11393	2943	1	ASV487.10	2925		0	1000	false	true
k141_11396	1661	2	ASV507.3	1628	ASV507.1	1617	1000	true	true
k141_11399	1538	1	ASV387.0	1538		0	1000	false	true
k141_11401	2237	2	ASV486.6	2201	ASV476.8	2128	1000	true	true
k141_11409	1897	5	ASV507.11	1897	ASV507.9	1770	1000	true	true
k141_1141	1388	1	ASV507.11	1388		0	1000	false	true
k141_11410	1652	1	ASV387.0	1652		0	1000	false	true
k141_11411	1233	2	ASV153.8	1233	ASV102.10	1233	1000	true	true
k141_11415	1042	1	ASV399.6	1042		0	1000	false	true
k141_11416	1765	3	ASV507.1	1507	ASV507.0	1507	1000	true	true
k141_11420	2000	1	ASV102.10	2000		0	1000	false	true
k141_11421	1585	5	ASV507.1	878	ASV507.3	814	1000	false	true
k141_11424	1461	1	ASV487.10	1461		0	1000	false	true
k141_11427	1548	1	ASV579.0	1548		0	1000	false	true
k141_11428	1048	2	ASV486.6	1048	ASV476.8	1048	1000	true	true
k141_1143	1882	2	ASV153.8	1882	ASV102.10	1882	1000	true	true
k141_11434	1234	1	ASV300.8	1234		0	1000	false	true
k141_11436	4365	1	ASV387.0	4365		0	1000	false	true
k141_11439	1582	1	ASV579.0	1582		0	1000	false	true
k141_1144	2393	1	ASV507.1	1927		0	1000	false	true
k141_11452	1986	1	ASV487.10	1986		0	1000	false	true
k141_11456	1109	1	ASV399.6	1109		0	1000	false	true
k141_11457	1390	3	ASV507.1	1384	ASV507.3	1151	1000	true	true
k141_11458	2749	1	ASV487.10	2749		0	1000	false	true
k141_11459	1342	2	ASV153.8	1341	ASV102.10	1341	1000	true	true
k141_11460	1167	1	ASV150.14	1167		0	1000	false	true
k141_11462	5997	1	ASV387.0	5997		0	1000	false	true
k141_11464	1290	1	ASV399.6	1290		0	1000	false	true
k141_11465	1067	1	ASV300.8	1065		0	1000	false	true
k141_11466	1858	1	ASV387.0	1858		0	1000	false	true
k141_11472	1040	1	ASV426.8	1040		0	1000	false	true
k141_11473	1104	2	ASV476.8	1104	ASV486.6	1097	1000	true	true
k141_11474	1253	2	ASV486.6	1253	ASV476.8	1253	1000	true	true
k141_1148	1000	2	ASV486.6	1000	ASV476.8	1000	1000	true	true
k141_11483	1963	1	ASV487.10	1963		0	1000	false	true
k141_11484	2304	1	ASV300.8	2304		0	1000	false	true
k141_11490	3472	1	ASV387.0	3472		0	1000	false	true
k141_11496	1241	1	ASV300.8	1241		0	1000	false	true
k141_115	2658	1	ASV174.18	2658		0	1000	false	true
k141_1150	1134	1	ASV300.8	1134		0	1000	false	true
k141_11504	1007	1	ASV551.0	1007		0	1000	false	true
k141_11507	1127	1	ASV507.1	1127		0	1000	false	true
k141_11509	2352	1	ASV487.10	2352		0	1000	false	true
k141_11515	1265	1	ASV300.8	1265		0	1000	false	true
k141_11516	1567	1	ASV487.10	1567		0	1000	false	true
k141_11519	6447	2	ASV153.8	6447	ASV102.10	6447	1000	true	true
k141_1152	1016	1	ASV406.4	1016		0	1000	false	true
k141_11521	4412	1	ASV487.10	4412		0	1000	false	true
k141_11525	2960	1	ASV387.0	2960		0	1000	false	true
k141_1153	1986	2	ASV486.6	1986	ASV476.8	1986	1000	true	true
k141_11530	1574	3	ASV507.1	1557	ASV507.3	1419	1000	true	true
k141_11534	2058	2	ASV102.10	2058	ASV153.8	2044	1000	true	true
k141_11537	4829	2	ASV153.8	4829	ASV102.10	4829	1000	true	true
k141_11540	1173	1	ASV406.4	1173		0	1000	false	true
k141_11548	1125	1	ASV300.8	1125		0	1000	false	true
k141_1155	1040	2	ASV476.8	1040	ASV486.6	1011	1000	true	true
k141_11551	1221	1	ASV507.11	1221		0	1000	false	true
k141_11553	2963	1	ASV387.0	2963		0	1000	false	true
k141_11554	1515	2	ASV507.11	1515	ASV507.9	1508	1000	true	true
k141_11557	1153	1	ASV266.11	1153		0	1000	false	true
k141_11560	1119	2	ASV153.8	1119	ASV102.10	1119	1000	true	true
k141_11564	1885	2	ASV102.10	1885	ASV153.8	1879	1000	true	true
k141_11566	2387	1	ASV102.10	2370		0	1000	false	true
k141_11568	1772	2	ASV102.10	1772	ASV153.8	1759	1000	true	true
k141_11569	5022	1	ASV387.0	5022		0	1000	false	true
k141_11574	1490	2	ASV153.8	1490	ASV102.10	1490	1000	true	true
k141_11578	1983	1	ASV579.0	1983		0	1000	false	true
k141_11585	4276	1	ASV300.8	4276		0	1000	false	true
k141_11588	1756	1	ASV300.8	1756		0	1000	false	true
k141_11589	1759	1	ASV426.8	1759		0	1000	false	true
k141_11590	2420	2	ASV153.8	2420	ASV102.10	2420	1000	true	true
k141_11591	1378	1	ASV266.11	1378		0	1000	false	true
k141_11595	1157	2	ASV153.8	1157	ASV102.10	1157	1000	true	true
k141_11597	6870	1	ASV487.10	6870		0	1000	false	true
k141_116	2198	5	ASV507.0	1355	ASV507.3	1296	1000	true	true
k141_11603	1119	1	ASV266.11	1119		0	1000	false	true
k141_11605	2160	4	ASV507.0	2125	ASV507.11	2083	1000	true	true
k141_11612	2618	2	ASV153.8	2499	ASV102.10	2499	1000	true	true
k141_11615	5127	2	ASV102.10	5116	ASV153.8	4546	1000	true	true
k141_11621	2197	2	ASV507.3	2187	ASV507.1	2172	1000	true	true
k141_11622	1005	1	ASV150.14	1005		0	1000	false	true
k141_11623	1412	1	ASV300.8	1412		0	1000	false	true
k141_11624	1077	1	ASV507.11	1077		0	1000	false	true
k141_11627	1309	1	ASV399.6	1309		0	1000	false	true
k141_11632	1195	2	ASV486.6	1195	ASV476.8	1195	1000	true	true
k141_11639	1025	1	ASV102.10	1025		0	1000	false	true
k141_11642	1295	1	ASV300.8	1295		0	1000	false	true
k141_11643	1023	2	ASV507.9	1023	ASV507.11	1023	1000	true	true
k141_11646	1750	1	ASV487.10	1750		0	1000	false	true
k141_11652	119611	1	ASV149.0	119611		0	11961	false	true
k141_11654	3580	1	ASV487.10	3580		0	1000	false	true
k141_11656	1780	2	ASV150.14	1780	ASV102.10	1780	1000	true	true
k141_11658	2338	2	ASV153.8	2338	ASV102.10	2316	1000	true	true
k141_11661	1455	2	ASV153.8	1455	ASV102.10	1455	1000	true	true
k141_11662	1064	1	ASV300.2	1064		0	1000	false	true
k141_11664	1210	1	ASV300.2	1210		0	1000	false	true
k141_11666	1125	1	ASV300.8	1125		0	1000	false	true
k141_11669	1202	2	ASV153.8	1202	ASV102.10	1202	1000	true	true
k141_11678	1367	1	ASV387.0	1367		0	1000	false	true
k141_1168	2242	1	ASV300.8	2242		0	1000	false	true
k141_11682	1194	2	ASV507.9	1194	ASV507.11	1194	1000	true	true
k141_11685	1463	1	ASV406.4	1463		0	1000	false	true
k141_1169	8231	1	ASV487.10	8231		0	1000	false	true
k141_11691	1634	2	ASV507.1	1589	ASV507.3	1469	1000	true	true
k141_11695	1811	2	ASV153.8	1811	ASV102.10	1811	1000	true	true
k141_11696	1019	2	ASV486.6	1019	ASV476.8	1019	1000	true	true
k141_11699	1512	2	ASV153.8	1512	ASV102.10	1512	1000	true	true
k141_11700	12067	1	ASV487.10	12067		0	1206	false	true
k141_11701	3333	1	ASV579.0	3333		0	1000	false	true
k141_11704	2318	2	ASV486.6	2318	ASV476.8	2318	1000	true	true
k141_11705	1732	2	ASV102.10	1732	ASV153.8	1721	1000	true	true
k141_11708	3089	1	ASV579.0	3089		0	1000	false	true
k141_11714	2717	1	ASV387.0	2717		0	1000	false	true
k141_11715	1709	1	ASV507.1	1663		0	1000	false	true
k141_1172	1145	1	ASV426.8	1145		0	1000	false	true
k141_11722	2256	2	ASV153.8	2256	ASV102.10	2256	1000	true	true
k141_11724	1197	2	ASV476.8	1197	ASV406.4	1197	1000	true	true
k141_11726	1159	1	ASV426.8	1159		0	1000	false	true
k141_11727	3527	1	ASV102.10	3527		0	1000	false	true
k141_11734	1057	1	ASV487.10	1057		0	1000	false	true
k141_11735	1107	1	ASV266.11	1107		0	1000	false	true
k141_11738	2383	2	ASV153.8	2383	ASV102.10	2383	1000	true	true
k141_11752	1189	1	ASV399.6	1189		0	1000	false	true
k141_11753	1317	2	ASV153.8	1317	ASV102.10	1317	1000	true	true
k141_11755	1350	1	ASV300.8	1350		0	1000	false	true
k141_11759	3912	2	ASV153.8	3912	ASV102.10	3912	1000	true	true
k141_11760	1654	2	ASV507.9	1654	ASV507.11	1654	1000	true	true
k141_11765	1337	2	ASV507.1	1337	ASV507.0	1313	1000	true	true
k141_11766	1349	2	ASV476.8	1349	ASV486.6	1323	1000	true	true
k141_11771	1224	1	ASV507.1	1224		0	1000	false	true
k141_11773	1560	1	ASV300.8	1560		0	1000	false	true
k141_11779	1760	1	ASV476.8	1760		0	1000	false	true
k141_1178	1763	1	ASV300.8	1763		0	1000	false	true
k141_11782	1047	1	ASV436.0	1047		0	1000	false	true
k141_11790	1670	3	ASV507.0	1651	ASV507.3	1635	1000	true	true
k141_11791	1998	2	ASV486.6	1998	ASV476.8	1998	1000	true	true
k141_11794	1466	1	ASV487.10	1466		0	1000	false	true
k141_11795	1328	1	ASV399.6	1328		0	1000	false	true
k141_11796	1004	1	ASV300.8	1004		0	1000	false	true
k141_11797	9109	1	ASV387.0	9109		0	1000	false	true
k141_11798	1772	2	ASV507.11	1772	ASV507.9	1766	1000	true	true
k141_11799	1903	2	ASV507.9	1899	ASV507.11	1744	1000	true	true
k141_118	7914	1	ASV387.0	7914		0	1000	false	true
k141_11803	3191	1	ASV487.10	3191		0	1000	false	true
k141_11807	2150	1	ASV387.0	2150		0	1000	false	true
k141_11809	3169	1	ASV387.0	3169		0	1000	false	true
k141_1181	1078	2	ASV507.9	1078	ASV507.11	1049	1000	true	true
k141_11810	1225	1	ASV426.8	1225		0	1000	false	true
k141_11812	2109	2	ASV153.8	2109	ASV102.10	2090	1000	true	true
k141_11815	1325	1	ASV102.10	1325		0	1000	false	true
k141_11816	3289	1	ASV487.10	3289		0	1000	false	true
k141_11817	1530	1	ASV300.8	1530		0	1000	false	true
k141_11819	4983	1	ASV487.10	4983		0	1000	false	true
k141_11821	1000	1	ASV102.10	1000		0	1000	false	true
k141_11823	1146	1	ASV399.6	1117		0	1000	false	true
k141_11827	1403	1	ASV487.10	1403		0	1000	false	true
k141_11832	2655	1	ASV134.7	2653		0	1000	false	true
k141_1184	3723	1	ASV387.0	3723		0	1000	false	true
k141_11844	3660	1	ASV387.0	3660		0	1000	false	true
k141_11846	3763	2	ASV153.8	3763	ASV102.10	3763	1000	true	true
k141_1185	1820	2	ASV476.8	1820	ASV486.6	1802	1000	true	true
k141_11853	3780	2	ASV102.10	3780	ASV153.8	3763	1000	true	true
k141_11858	1386	2	ASV486.6	1386	ASV476.8	1386	1000	true	true
k141_1186	1350	1	vASV63.0	1259		0	1000	false	true
k141_11860	1262	2	ASV153.8	1262	ASV102.10	1262	1000	true	true
k141_11864	1444	1	ASV399.6	1444		0	1000	false	true
k141_11865	1118	1	ASV300.8	1118		0	1000	false	true
k141_11866	2003	2	ASV153.8	2003	ASV102.10	2003	1000	true	true
k141_11867	2450	1	ASV487.10	2450		0	1000	false	true
k141_11868	5179	2	ASV153.8	5179	ASV102.10	5179	1000	true	true
k141_1187	1191	2	ASV476.8	1191	ASV486.6	1175	1000	true	true
k141_11872	1769	1	ASV507.11	1769		0	1000	false	true
k141_11873	3580	2	ASV153.8	3580	ASV102.10	3580	1000	true	true
k141_11879	1953	1	ASV487.10	1953		0	1000	false	true
k141_11883	2833	1	ASV579.0	2833		0	1000	false	true
k141_11885	1946	1	ASV579.0	1946		0	1000	false	true
k141_11886	3604	2	ASV153.8	3604	ASV102.10	3604	1000	true	true
k141_11887	1467	1	ASV300.8	1467		0	1000	false	true
k141_1189	1208	1	ASV102.10	1208		0	1000	false	true
k141_11894	1173	1	ASV507.11	1173		0	1000	false	true
k141_11895	2773	1	ASV102.10	2773		0	1000	false	true
k141_11897	1061	1	ASV399.6	1061		0	1000	false	true
k141_11898	1001	1	ASV551.0	1001		0	1000	false	true
k141_119	1312	3	ASV507.3	1312	ASV507.1	1312	1000	true	true
k141_11900	2658	1	ASV387.0	2658		0	1000	false	true
k141_11903	3054	2	ASV150.14	3054	ASV102.10	3054	1000	true	true
k141_11906	1222	3	ASV507.3	1211	ASV507.1	1211	1000	true	true
k141_11909	7278	1	ASV487.10	7278		0	1000	false	true
k141_1191	1560	2	ASV153.8	1560	ASV102.10	1560	1000	true	true
k141_11910	1349	1	ASV300.8	1349		0	1000	false	true
k141_11911	2505	2	ASV507.11	2505	ASV507.9	2486	1000	true	true
k141_11916	5544	1	ASV387.0	5544		0	1000	false	true
k141_11919	1228	1	ASV579.0	1228		0	1000	false	true
k141_11920	1368	1	ASV102.10	1368		0	1000	false	true
k141_11922	1138	1	ASV266.11	1138		0	1000	false	true
k141_11923	1568	2	ASV153.8	1568	ASV102.10	1568	1000	true	true
k141_11925	2446	1	ASV487.10	2446		0	1000	false	true
k141_11928	1714	1	ASV487.10	1467		0	1000	false	true
k141_11933	1405	2	ASV486.6	1405	ASV476.8	1396	1000	true	true
k141_11934	1687	2	ASV507.3	1681	ASV507.1	1681	1000	true	true
k141_11940	1356	1	ASV387.0	1356		0	1000	false	true
k141_11946	1063	2	ASV153.8	1063	ASV102.10	1063	1000	true	true
k141_11948	1973	1	ASV300.8	1973		0	1000	false	true
k141_11949	14375	1	ASV387.0	14375		0	1437	false	true
k141_11951	2622	4	ASV174.18	2315	ASV150.14	2133	1000	true	true
k141_11954	1527	2	ASV476.8	1527	ASV486.6	1488	1000	true	true
k141_11970	3752	1	ASV487.10	3752		0	1000	false	true
k141_11972	1757	1	ASV399.6	1757		0	1000	false	true
k141_11980	4017	1	ASV487.10	4017		0	1000	false	true
k141_11986	1361	1	ASV426.8	1361		0	1000	false	true
k141_1199	1002	1	ASV300.8	1002		0	1000	false	true
k141_11990	1120	1	ASV399.6	1120		0	1000	false	true
k141_11996	1004	2	ASV507.9	1004	ASV507.11	1004	1000	true	true
k141_11997	1244	2	ASV102.10	1244	ASV153.8	1239	1000	true	true
k141_11998	6884	1	ASV387.0	6884		0	1000	false	true
k141_120	1172	1	ASV102.10	1172		0	1000	false	true
k141_12000	2974	1	ASV300.8	2974		0	1000	false	true
k141_12004	3081	1	ASV300.8	3081		0	1000	false	true
k141_12005	2599	1	ASV487.10	2599		0	1000	false	true
k141_12011	1088	1	ASV387.0	1088		0	1000	false	true
k141_12015	1229	1	ASV266.11	1229		0	1000	false	true
k141_12018	1793	1	ASV300.8	1793		0	1000	false	true
k141_1202	1309	2	ASV486.6	1309	ASV476.8	1309	1000	true	true
k141_12022	1055	1	ASV426.8	1055		0	1000	false	true
k141_12025	3590	1	ASV487.10	3590		0	1000	false	true
k141_12029	2405	1	ASV102.10	2405		0	1000	false	true
k141_1203	1446	2	ASV153.8	1446	ASV102.10	1446	1000	true	true
k141_12030	1170	3	ASV153.8	889	ASV102.10	889	1000	false	true
k141_12031	4818	2	ASV153.8	4818	ASV102.10	4818	1000	true	true
k141_12034	1086	2	ASV153.8	1086	ASV102.10	1086	1000	true	true
k141_12041	1036	1	ASV300.8	1036		0	1000	false	true
k141_12042	1798	2	ASV507.11	1565	ASV507.1	1522	1000	true	true
k141_12052	4387	1	ASV387.0	4387		0	1000	false	true
k141_12053	4638	2	ASV150.14	4638	ASV102.10	4638	1000	true	true
k141_12054	1128	1	ASV300.8	1128		0	1000	false	true
k141_12055	1370	2	ASV486.6	1370	ASV476.8	1370	1000	true	true
k141_12057	1242	1	ASV507.11	1242		0	1000	false	true
k141_1206	1781	2	ASV486.6	1781	ASV476.8	1781	1000	true	true
k141_12063	1936	1	ASV487.10	1936		0	1000	false	true
k141_12064	1552	2	ASV153.8	1552	ASV102.10	1552	1000	true	true
k141_12068	5434	2	ASV102.10	5434	ASV153.8	4580	1000	true	true
k141_1207	3341	1	ASV487.10	3341		0	1000	false	true
k141_12073	1145	3	ASV507.3	1145	ASV507.1	1145	1000	true	true
k141_12077	1135	2	ASV102.10	1135	ASV153.8	1056	1000	true	true
k141_1208	1303	1	ASV102.10	1303		0	1000	false	true
k141_12081	1000	1	ASV399.6	904		0	1000	false	true
k141_12086	1565	2	ASV507.11	1565	ASV507.9	518	1000	false	true
k141_12087	9413	1	ASV387.0	9413		0	1000	false	true
k141_12088	2970	1	ASV487.10	2970		0	1000	false	true
k141_12089	1238	1	ASV102.10	1238		0	1000	false	true
k141_1209	1563	2	ASV507.9	1563	ASV507.11	1345	1000	true	true
k141_12090	1037	1	ASV300.2	1037		0	1000	false	true
k141_12091	1499	1	ASV487.10	1499		0	1000	false	true
k141_12098	1060	1	ASV399.6	1060		0	1000	false	true
k141_12099	7546	1	ASV149.0	7546		0	1000	false	true
k141_12100	4784	1	ASV387.0	4784		0	1000	false	true
k141_12102	1278	1	ASV399.6	1278		0	1000	false	true
k141_12114	1130	2	ASV476.8	1130	ASV486.6	1127	1000	true	true
k141_12117	15536	1	ASV149.0	15536		0	1553	false	true
k141_12122	4482	1	ASV487.10	3775		0	1000	false	true
k141_12123	1471	1	ASV551.0	1471		0	1000	false	true
k141_12125	1163	2	ASV476.8	1163	ASV486.6	1040	1000	true	true
k141_12127	1654	1	ASV507.1	1523		0	1000	false	true
k141_12128	1051	1	ASV399.6	1051		0	1000	false	true
k141_12130	8540	1	ASV487.10	8540		0	1000	false	true
k141_12134	1871	1	ASV102.10	1871		0	1000	false	true
k141_12135	1145	2	ASV486.6	1145	ASV476.8	1133	1000	true	true
k141_12137	1093	1	ASV150.14	1093		0	1000	false	true
k141_12140	1740	2	ASV153.8	1740	ASV102.10	1740	1000	true	true
k141_12141	1052	1	ASV476.8	1052		0	1000	false	true
k141_12143	2518	1	ASV387.0	2518		0	1000	false	true
k141_12154	1200	1	ASV399.6	1200		0	1000	false	true
k141_12156	5933	2	ASV507.11	5933	ASV507.9	5921	1000	true	true
k141_12157	20137	1	ASV149.0	20137		0	2013	false	true
k141_1216	1058	1	ASV476.8	1058		0	1000	false	true
k141_12167	1441	1	ASV300.8	1441		0	1000	false	true
k141_12168	1552	1	ASV579.0	1552		0	1000	false	true
k141_12170	1217	1	ASV406.4	1217		0	1000	false	true
k141_12185	1232	3	ASV507.0	1232	ASV507.3	1156	1000	true	true
k141_12188	1624	1	ASV487.10	1624		0	1000	false	true
k141_12189	1008	1	ASV300.8	1008		0	1000	false	true
k141_12190	1321	2	ASV153.8	1321	ASV102.10	1321	1000	true	true
k141_12191	3112	3	ASV507.0	2972	ASV507.1	2776	1000	true	true
k141_12193	2529	1	ASV487.10	2529		0	1000	false	true
k141_1220	1200	1	ASV266.11	1200		0	1000	false	true
k141_12202	2735	1	ASV102.10	2735		0	1000	false	true
k141_12204	1999	1	ASV487.10	1999		0	1000	false	true
k141_12208	1015	1	ASV507.11	1015		0	1000	false	true
k141_1221	1131	1	ASV300.8	1131		0	1000	false	true
k141_12213	1027	1	ASV579.0	1027		0	1000	false	true
k141_12214	1188	1	ASV426.8	1188		0	1000	false	true
k141_12218	1771	4	ASV507.3	1771	ASV507.11	1771	1000	true	true
k141_1222	1324	2	ASV153.8	1324	ASV102.10	1324	1000	true	true
k141_12220	1174	2	ASV153.8	1086	ASV102.10	1086	1000	true	true
k141_12224	1243	2	ASV153.8	1243	ASV102.10	1235	1000	true	true
k141_12227	1285	3	ASV507.3	1285	ASV507.1	1285	1000	true	true
k141_1223	1936	2	ASV486.6	1936	ASV476.8	1936	1000	true	true
k141_12231	1608	1	ASV507.11	1608		0	1000	false	true
k141_12232	1569	1	ASV487.10	1569		0	1000	false	true
k141_12233	2334	2	ASV153.8	2334	ASV102.10	2334	1000	true	true
k141_12240	1566	2	ASV507.9	1566	ASV507.11	1558	1000	true	true
k141_12241	1505	1	ASV579.0	1505		0	1000	false	true
k141_12243	1810	2	ASV476.8	1810	ASV486.6	1808	1000	true	true
k141_12246	1121	2	ASV476.8	1121	ASV486.6	1117	1000	true	true
k141_12247	3236	1	ASV102.10	3236		0	1000	false	true
k141_12258	3296	2	ASV102.10	3296	ASV153.8	3265	1000	true	true
k141_12262	1261	2	ASV486.6	1243	ASV476.8	1243	1000	true	true
k141_12270	1557	1	ASV579.0	1557		0	1000	false	true
k141_12271	1924	2	ASV507.9	1922	ASV507.11	1913	1000	true	true
k141_12272	1437	1	ASV102.10	1337		0	1000	false	true
k141_12274	1702	1	ASV426.8	1702		0	1000	false	true
k141_12277	1213	2	ASV507.1	1196	ASV507.3	1181	1000	true	true
k141_12278	2115	1	ASV579.0	2115		0	1000	false	true
k141_12282	1376	1	ASV102.10	1376		0	1000	false	true
k141_12283	2002	2	ASV153.8	2002	ASV102.10	2002	1000	true	true
k141_12284	1309	1	hvASV8.13	1304		0	1000	false	true
k141_12288	1148	1	ASV487.10	1148		0	1000	false	true
k141_12290	3308	1	ASV102.10	3308		0	1000	false	true
k141_12292	1528	2	ASV102.10	1528	ASV153.8	1514	1000	true	true
